Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2019,7,16,00:10,UTC,5,1006.4,84,0,-1,15.6,12.8,47860,172,6.8,4
2019,7,16,00:20,UTC,3,1006.5,84,0,-1,15.4,12.7,50000,173,6.7,3.8
2019,7,16,00:30,UTC,5,1006.5,85,0,-1,15.3,12.8,50000,171,6,3.9
2019,7,16,00:40,UTC,5,1006.5,84,0,-1,15.4,12.8,50000,172,6.2,4
2019,7,16,00:50,UTC,7,1006.4,85,0,-1,15.4,12.8,47770,167,5.7,3.8
2019,7,16,01:00,UTC,7,1006.4,84,0,-1,15.5,12.8,48490,168,6.6,3.9
2019,7,16,01:10,UTC,8,1006.4,84,0,-1,15.5,12.9,44370,174,6.3,4.3
2019,7,16,01:20,UTC,7,1006.4,86,0,-1,15.5,13.1,44120,173,6.2,3.8
2019,7,16,01:30,UTC,7,1006.3,86,0,-1,15.6,13.3,37380,169,5.7,3.8
2019,7,16,01:40,UTC,7,1006.3,86,0,-1,15.6,13.3,35140,172,5.7,3.4
2019,7,16,01:50,UTC,7,1006.3,85,0,-1,15.8,13.2,35470,175,4.9,3.1
2019,7,16,02:00,UTC,7,1006.3,85,0,-1,15.7,13.3,38850,175,5,3
2019,7,16,02:10,UTC,7,1006.3,85,0,-1,15.8,13.3,34980,176,5.6,3.4
2019,7,16,02:20,UTC,7,1006.4,85,0,-1,15.7,13.3,37550,174,5.7,3.7
2019,7,16,02:30,UTC,7,1006.4,84,0,-1,15.7,13,42360,169,6.2,3.7
2019,7,16,02:40,UTC,8,1006.4,84,0,-1,15.6,12.9,36870,167,5.9,4
2019,7,16,02:50,UTC,7,1006.4,85,0,-1,15.6,13,38870,166,6.7,4.7
2019,7,16,03:00,UTC,7,1006.4,85,0,-1,15.6,13.1,41770,160,6.2,4
2019,7,16,03:10,UTC,7,1006.5,85,0,-1,15.7,13.1,37640,165,7.2,4.8
2019,7,16,03:20,UTC,7,1006.5,83,0,-1,15.7,12.9,35290,170,9.1,4.9
2019,7,16,03:30,UTC,7,1006.5,84,0,-1,15.5,12.8,28700,176,7.1,4.8
2019,7,16,03:40,UTC,7,1006.5,84,0,-1,15.6,12.8,30720,183,6.7,3.8
2019,7,16,03:50,UTC,7,1006.5,83,0.4,-1,15.5,12.7,26600,186,6.6,3.4
2019,7,16,04:00,UTC,7,1006.5,84,0,-1,15.4,12.8,26290,185,5.8,3.3
2019,7,16,04:10,UTC,7,1006.5,83,0.3,-1,15.3,12.5,23680,179,7.5,4.2
2019,7,16,04:20,UTC,7,1006.4,85,0.1,-1,15.2,12.8,22870,175,7.3,4.3
2019,7,16,04:30,UTC,7,1006.4,88,0.5,-1,15.2,13.1,24480,164,6.2,3.8
2019,7,16,04:40,UTC,7,1006.4,87,0,-1,15.1,12.9,23670,153,5.7,3.1
2019,7,16,04:50,UTC,7,1006.3,86,0.4,-1,15.1,12.8,19080,144,5.6,3.3
2019,7,16,05:00,UTC,7,1006.3,87,0.5,-1,15,12.8,15350,140,5.5,3.3
2019,7,16,05:10,UTC,7,1006.3,86,0.1,-1,15,12.7,32640,141,4.9,3.2
2019,7,16,05:20,UTC,7,1006.3,86,0,-1,15.1,12.7,35410,135,6.5,4.1
2019,7,16,05:30,UTC,7,1006.3,87,0,-1,15.2,13.1,31690,131,6,4
2019,7,16,05:40,UTC,7,1006.3,86,0.3,-1,15.1,12.9,24950,126,5.1,3.6
2019,7,16,05:50,UTC,7,1006.4,87,0,-1,15.1,12.9,27470,117,5.7,4.2
2019,7,16,06:00,UTC,7,1006.4,87,0,-1,15.3,13.2,25630,120,5.1,3.7
2019,7,16,06:10,UTC,7,1006.5,87,0.4,-1,15.3,13.2,25210,124,6.6,3.9
2019,7,16,06:20,UTC,7,1006.5,88,0,-1,15.3,13.2,29590,120,6,3.8
2019,7,16,06:30,UTC,7,1006.5,88,0.3,-1,15.4,13.4,28990,115,5.8,4.1
2019,7,16,06:40,UTC,7,1006.7,87,0,-1,15.5,13.4,26160,115,5.8,4.4
2019,7,16,06:50,UTC,7,1006.7,89,0,-1,15.6,13.8,30920,117,6.6,4.2
2019,7,16,07:00,UTC,7,1006.7,87,0,-1,15.8,13.7,35120,120,6.3,4
2019,7,16,07:10,UTC,7,1006.8,87,0,-1,15.7,13.5,44660,113,7.9,5.2
2019,7,16,07:20,UTC,7,1006.7,87,0,-1,15.8,13.6,43420,113,7.1,5.4
2019,7,16,07:30,UTC,7,1006.8,86,0,-1,15.8,13.6,37950,109,7.2,4.9
2019,7,16,07:40,UTC,7,1006.8,87,0,-1,15.9,13.6,15110,108,6.1,4.3
2019,7,16,07:50,UTC,7,1006.9,88,1,-1,15.6,13.7,30890,102,6.6,4.2
2019,7,16,08:00,UTC,7,1006.9,87,0,-1,15.7,13.5,27010,103,5.6,3.7
2019,7,16,08:10,UTC,7,1006.9,85,0.3,-1,15.5,12.9,21200,105,7.5,4.7
2019,7,16,08:20,UTC,7,1006.9,87,0,-1,15.5,13.3,39010,91,6.4,4.2
2019,7,16,08:30,UTC,7,1006.9,87,0,-1,15.7,13.5,36190,91,5.7,3.5
2019,7,16,08:40,UTC,7,1007,87,0,-1,16,13.8,45030,92,4.9,2.6
2019,7,16,08:50,UTC,7,1007,87,0,-1,16.4,14.2,37760,95,5.3,2.9
2019,7,16,09:00,UTC,5,1007,86,0,-1,17,14.6,35590,97,5.6,3
2019,7,16,09:10,UTC,5,1007,85,0,-1,17.4,14.9,42150,97,6.8,3.9
2019,7,16,09:20,UTC,7,1007,80,0,-1,17.3,13.8,44840,92,7.3,4.4
2019,7,16,09:30,UTC,7,1006.9,76,0,-1,17.6,13.3,44410,100,6.3,4.4
2019,7,16,09:40,UTC,7,1006.9,76,0,-1,17.6,13.3,34210,100,6.9,4.3
2019,7,16,09:50,UTC,7,1006.8,72,0,-1,17.7,12.7,46810,98,7.4,4.8
2019,7,16,10:00,UTC,7,1006.8,77,0,-1,17.6,13.4,43360,98,7.5,4.9
2019,7,16,10:10,UTC,7,1007,78,0,-1,18,14.1,43800,105,7.9,4.6
2019,7,16,10:20,UTC,7,1007,78,0,-1,18.2,14.2,47020,100,8.6,5.3
2019,7,16,10:30,UTC,7,1006.9,76,0,-1,18.7,14.5,46250,100,7.8,4.8
2019,7,16,10:40,UTC,5,1006.9,72,0,-1,19.7,14.4,38940,91,8.4,5.5
2019,7,16,10:50,UTC,5,1007,72,0,-1,18.8,13.5,42580,105,7.8,4.9
2019,7,16,11:00,UTC,7,1006.9,72,0,-1,18.7,13.6,41300,114,10.1,7
2019,7,16,11:10,UTC,7,1006.8,72,0,-1,18.9,13.8,45340,113,10.8,7.4
2019,7,16,11:20,UTC,7,1006.8,69,0,-1,19.6,13.9,45050,116,10.1,7
2019,7,16,11:30,UTC,3,1006.9,66,0,-1,19.6,13,40850,117,10.2,7.5
2019,7,16,11:40,UTC,1,1007,68,0,-1,19.6,13.5,44120,117,10.2,7.5
2019,7,16,11:50,UTC,3,1007.1,72,0,-1,18.7,13.5,42750,117,10.2,7.3
2019,7,16,12:00,UTC,5,1007.2,74,0,-1,18.5,13.8,43450,120,9,6
2019,7,16,12:10,UTC,7,1007.4,77,0,-1,18.1,14,39680,116,8.9,6.4
2019,7,16,12:20,UTC,7,1007.5,79,0,-1,17.9,14.2,23230,117,8.9,5.5
2019,7,16,12:30,UTC,7,1007.7,82,0.7,-1,17.5,14.5,14000,127,6.6,4.3
2019,7,16,12:40,UTC,7,1008,85,0.5,-1,17.3,14.8,20100,123,6.5,4.7
2019,7,16,12:50,UTC,7,1008.3,74,0,-1,16.2,11.5,25360,117,12.7,7.7
2019,7,16,13:00,UTC,7,1008.2,84,0.1,-1,15.1,12.4,10590,117,10.6,7
2019,7,16,13:10,UTC,7,1008.1,88,4,-1,14.8,12.9,7170,101,8.4,5.3
2019,7,16,13:20,UTC,7,1008.5,87,0.9,-1,14.7,12.6,9560,108,8.6,6
2019,7,16,13:30,UTC,7,1008.5,88,3.3,-1,14.9,13,6320,133,6,3.4
2019,7,16,13:40,UTC,7,1008.5,82,0.1,-1,14.9,11.9,14430,138,10.3,5.1
2019,7,16,13:50,UTC,7,1008.6,87,2.3,-1,14.2,12,5630,162,10.3,6.2
2019,7,16,14:00,UTC,7,1008.5,88,3.4,-1,14,12.1,4750,152,5.7,2.5
2019,7,16,14:10,UTC,7,1008.3,89,2.9,-1,14.3,12.6,7890,119,5.3,3.1
2019,7,16,14:20,UTC,5,1008.2,86,0.8,-1,14.8,12.5,22630,96,4.3,2.7
2019,7,16,14:30,UTC,5,1008.3,88,0,-1,15,13.2,30860,103,3.5,2
2019,7,16,14:40,UTC,5,1008.3,90,0,-1,15.1,13.4,36070,108,4.8,2.6
2019,7,16,14:50,UTC,7,1008.2,87,0,-1,15.1,12.9,34850,92,4.6,2.8
2019,7,16,15:00,UTC,7,1008.3,88,0,-1,15.2,13.2,33650,86,4.4,3.3
2019,7,16,15:10,UTC,7,1008.5,88,0,-1,15.3,13.3,27960,92,4.8,3
2019,7,16,15:20,UTC,7,1008.5,88,0,-1,15.4,13.4,34500,98,5.8,3.3
2019,7,16,15:30,UTC,7,1008.7,87,0,-1,15.6,13.4,39130,100,5,3.5
2019,7,16,15:40,UTC,7,1008.8,84,0,-1,15.7,12.9,42460,101,4.8,3.3
2019,7,16,15:50,UTC,5,1008.9,84,0,-1,15.6,13,35530,107,4.1,2.6
2019,7,16,16:00,UTC,5,1008.9,83,0,-1,15.8,12.9,37700,109,3.8,2.7
2019,7,16,16:10,UTC,5,1008.9,83,0,-1,15.8,12.9,43900,107,4.4,2.9
2019,7,16,16:20,UTC,5,1008.9,84,0,-1,15.9,13.2,38860,104,4.9,3.2
2019,7,16,16:30,UTC,3,1008.9,81,0,-1,16.1,12.8,47780,109,4.8,3.1
2019,7,16,16:40,UTC,1,1008.8,78,0,-1,16.3,12.4,50000,114,4.6,3
2019,7,16,16:50,UTC,1,1008.7,78,0,-1,16.4,12.4,50000,113,4.3,2.9
2019,7,16,17:00,UTC,3,1008.6,79,0,-1,16.3,12.7,46100,112,4.5,3.1
2019,7,16,17:10,UTC,1,1008.7,78,0,-1,16.3,12.5,48440,111,3.8,2.7
2019,7,16,17:20,UTC,1,1008.7,77,0,-1,16.3,12.3,50000,110,3.8,2.5
2019,7,16,17:30,UTC,1,1008.8,80,0,-1,16.1,12.6,50000,95,3.4,2.5
2019,7,16,17:40,UTC,1,1008.9,82,0,-1,16,12.8,50000,90,3.8,3
2019,7,16,17:50,UTC,1,1008.9,81,0,-1,15.9,12.6,50000,79,3.5,2.4
2019,7,16,18:00,UTC,1,1008.9,82,0,-1,15.7,12.6,50000,74,3.3,2.3
2019,7,16,18:10,UTC,1,1008.9,82,0,-1,15.5,12.5,50000,55,3.1,2
2019,7,16,18:20,UTC,0,1009,83,0,-1,15.5,12.7,50000,42,3.1,2
2019,7,16,18:30,UTC,0,1009,84,0,-1,15.3,12.7,44380,52,3.5,2
2019,7,16,18:40,UTC,0,1009.1,86,0,-1,15.2,12.9,50000,37,3.3,1.9
2019,7,16,18:50,UTC,0,1009.1,87,0,-1,15,12.8,45300,30,3.3,2.2
2019,7,16,19:00,UTC,0,1009.1,87,0,-1,14.8,12.7,47010,28,3.9,2.4
2019,7,16,19:10,UTC,0,1009.1,89,0,-1,14.8,12.9,50000,22,4.4,2.8
2019,7,16,19:20,UTC,0,1009.1,90,0,-1,14.7,13,46370,21,4.4,2.6
2019,7,16,19:30,UTC,1,1009,90,0,-1,14.6,13,50000,25,4.4,2.7
2019,7,16,19:40,UTC,1,1009,90,0,-1,14.6,13,43250,27,4.4,3.1
2019,7,16,19:50,UTC,3,1008.9,90,0,-1,14.6,12.9,48520,31,4.2,2.5
2019,7,16,20:00,UTC,1,1008.9,90,0,-1,14.5,12.8,40710,33,4.2,2.8
2019,7,16,20:10,UTC,1,1008.8,90,0,-1,14.3,12.7,44930,37,4.8,2.5
2019,7,16,20:20,UTC,0,1008.9,89,0,-1,14.3,12.5,45860,27,5,3
2019,7,16,20:30,UTC,0,1008.9,88,0,-1,14.3,12.4,47700,33,4.6,3
2019,7,16,20:40,UTC,,,,,,,,,29,5.5,3.3
2019,7,16,20:50,UTC,0,1008.9,87,0,-1,14.5,12.4,48870,29,4.3,2.9
2019,7,16,21:00,UTC,0,1008.9,87,0,-1,14.4,12.3,50000,29,5.5,2.9
2019,7,16,21:10,UTC,0,1009,89,0,-1,14.2,12.4,43150,26,5.9,3.1
2019,7,16,21:20,UTC,0,1009,89,0,-1,14.3,12.5,48500,24,5.3,3.2
2019,7,16,21:30,UTC,0,1009,88,0,-1,14.3,12.3,47350,23,4.9,2.9
2019,7,16,21:40,UTC,0,1009,87,0,-1,14.4,12.3,49050,26,5.6,3.3
2019,7,16,21:50,UTC,0,1009,87,0,-1,14.2,12.1,50000,33,5.9,3
2019,7,16,22:00,UTC,0,1009,88,0,-1,14.1,12.1,46910,30,4.6,2.5
2019,7,16,22:10,UTC,0,1009,88,0,-1,14,12,39120,41,4,2.2
2019,7,16,22:20,UTC,0,1009,86,0,-1,14.1,11.8,45040,40,4.6,2.3
2019,7,16,22:30,UTC,0,1009,87,0,-1,13.9,11.7,48460,30,4.9,2.2
2019,7,16,22:40,UTC,0,1009,87,0,-1,13.7,11.6,47270,36,4.1,2
